148.55,-19.51,-226
148.55,-43.19,-388
148.57,-42.40,-434
148.58,-41.26,-493
148.59,-42.34,-439
148.61,-42.50,-427
148.62,-41.53,-482
148.63,-40.65,-509
148.65,-20.15,-84
148.65,-40.24,-526
148.73,-41.80,-469
148.75,-20.60,771
148.84,-19.68,-87
148.84,-37.89,-499
148.87,-20.34,249
148.91,-39.44,-544
148.94,-20.73,568
149.19,-20.81,421
149.19,-37.88,-517
149.34,-21.22,548
149.36,-20.51,192
149.57,-37.86,-533
149.67,-21.81,1488
149.72,-22.21,1623
149.74,-20.20,-224
149.74,-21.53,964
149.77,-21.23,340
149.78,-20.58,252
149.83,-20.13,-36
149.83,-22.33,1566
149.86,-20.44,-424
149.87,-37.76,-552
149.89,-37.90,-588
149.95,-22.11,1090
149.96,-20.48,-365
149.96,-36.89,-591
149.98,-36.80,-592
150.02,-10.51,-1695
150.12,-22.14,495
150.28,-37.82,-567
150.38,-10.78,-390
150.39,-21.17,316
150.41,-36.84,-593
150.46,-36.61,-597
150.52,-10.74,-378
150.52,-22.35,999
150.53,-21.41,163
150.53,-35.84,-606
150.57,-21.62,-20
150.57,-37.61,-578
150.61,-36.32,-602
150.61,-37.22,-587
150.65,-21.60,-34
150.66,-22.17,-516
150.68,-35.58,-611
150.74,-10.27,-203
150.76,-10.68,-273
150.84,-34.88,-625
150.85,-23.24,-783
150.86,-35.32,-617
150.87,-10.97,-365
150.87,-23.40,-705
150.90,-10.94,-355
150.90,-22.59,-813
150.94,-34.57,-629
150.95,-21.71,-234
150.95,-23.24,-860
150.97,-10.94,-344
150.99,-21.69,-233
151.07,-10.98,-343
151.10,-10.96,-334
151.15,-10.95,-326
151.19,-10.94,-321
151.34,-34.53,-633
151.41,-10.28,-234
151.44,-22.13,-642
151.44,-22.83,-886
151.48,-10.28,-233
151.49,-22.41,-775
151.53,-10.84,-300
151.55,-10.41,-241
151.55,-10.48,-246
151.55,-33.80,-645
151.56,-10.58,-264
151.56,-23.68,-1041
151.57,-23.63,-1028
151.60,-23.50,-994
151.61,-10.13,-226
151.63,-23.40,-951
151.64,-34.32,-640
151.74,-34.72,-628
151.75,-33.63,-650
151.80,-33.30,-656
151.86,-24.12,-996
151.89,-32.89,-659
151.95,-32.93,-660
151.98,-24.18,-976
152.07,-23.60,-935
152.25,-24.41,-970
152.25,-32.82,-664
152.28,-23.58,-878
152.54,-23.56,-826
152.56,-24.27,-909
152.59,-32.80,-671
152.68,-24.78,-1061
152.72,-31.88,-685
152.76,-32.23,-685
152.77,-25.16,-1051
152.80,-32.58,-678
152.83,-24.21,-828
152.85,-23.52,-781
152.85,-25.25,-958
152.88,-31.84,-688
152.92,-25.53,-165
152.92,-31.69,-689
152.94,-25.38,-739
152.94,-25.73,-313
153.03,-25.30,-1103
153.10,-24.79,-1060
153.17,-24.53,-847
153.20,-27.38,-593
153.25,-25.50,-873
153.25,-31.22,-684
153.32,-27.23,-634
153.33,-30.25,-708
153.33,-31.65,-687
153.40,-26.30,-697
153.41,-26.83,-712
153.44,-30.64,-690
153.51,-29.84,-689
153.53,-25.80,-704
153.54,-24.76,-709
153.61,-27.76,-718
153.64,-30.35,-695
153.67,-26.46,-702
153.72,-26.79,-707
153.73,-28.30,-714
153.74,-31.70,-678
153.75,-24.42,-728
153.75,-25.55,-711
153.75,-29.50,-698
153.77,-29.28,-703
153.77,-29.73,-693
153.78,-28.68,-702
153.80,-28.38,-705
153.82,-28.19,-709
153.83,-30.66,-685
153.85,-31.40,-681
153.86,-27.48,-711
